song_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,num_samples,duration,duration_ms,end_of_fade_in,start_of_fade_out,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence,song_duration_ms,popularity,explicit
f3329982-417a-4b27-8e98-6e4f3a0d8c5a,0.49739,0.877,0.845,0.24539,2,0.334,-7.751,0,0.5803,129.199,4,0.648,5977631,271.0944,271094.0,0.0,265.24155,0.754,0.014,0.989,0.89,264130,28,0
52c293d3-9d4b-42de-ba63-ca0a21c86611,0.41279,0.893,0.83,0.14626,5,0.2315,-4.703,1,0.4742,103.359,3,0.652,5261855,238.63287,238632.0,0.0,235.4039,0.717,0.021,0.99,0.891,188702,66,1
e1db42b4-6cac-44b5-8973-70f0df6cde8b,0.40546,0.858,0.926,0.21691,5,0.4,-7.165,1,0.5675,129.199,4,0.759,3759647,170.50552,170505.0,0.02322,165.2332,0.754,0.028,0.991,0.892,231231,65,1
00dfa354-2b31-4b28-9317-d8337986b158,0.50094,0.752,0.696,0.31144,5,0.3845,-17.335,1,0.5221,143.555,5,0.704,3597149,163.13602,163136.0,0.20898,157.66348,0.682,0.01,0.983,0.884,163120,58,1
22d2e83d-a02f-4ce9-a565-ad58998f8fcb,0.53746,0.73,0.776,0.30291,2,0.3997,-8.427,0,0.4357,143.555,3,0.6,6504991,295.01093,295010.0,0.06966,285.9073,0.682,0.008,0.99,0.891,294973,66,1
0f02a9b4-ee09-4e82-8f3a-fd0987a1fd57,0.416,0.763,0.957,0.23517,5,0.3093,-7.419,1,0.4552,143.555,4,0.795,3595807,163.07515,,0.0,158.84772,0.682,0.019,0.993,0.894,162797,50,0
959aada1-38cd-41eb-9e29-fafad40ef8c9,0.45304,0.844,0.9,0.27715,9,0.351,-5.474,0,0.5918,135.999,4,0.693,3234335,146.68185,,0.78948,144.521,0.72,0.013,0.989,0.89,183272,60,1
9dc8002c-fa47-4bcb-af9b-ebc67a6ff066,0.43873,0.772,0.944,0.29969,9,0.3554,-9.835,0,0.4928,143.555,5,0.718,3183135,144.35986,,0.0,143.15102,0.682,0.015,0.99,0.891,131904,28,0
8205ffc6-dd62-4e65-848a-8c80592bbe1f,0.48352,0.799,0.838,0.27522,5,0.328,-7.304,1,0.5375,89.103,3,0.631,4988447,226.23341,226233.0,0.1161,222.7258,0.646,0.022,0.992,0.893,226220,53,1
7128ba66-a45b-4297-b8bc-417d816d5f10,0.46899,0.801,0.822,0.28231,5,0.2905,-7.129,1,0.4618,135.999,4,0.711,4822559,218.71016,218710.0,0.0,216.85117,0.72,0.015,0.991,0.892,218682,74,1
